Plot_ID,Tree_species,Species_code,Species,Origin,Site_index,Stand_age,Height,DBH,Tree_density,Growing_stock,AGB,Temp_annual,Precip_annual,CEC_Soil
6,Pinus sylvestris,pisy,pine,Natural,6,35,14.3,12.8,2250,211,98.39999999999999,-0.15833330154418945,465,35
8,Pinus sylvestris,pisy,pine,Planted,7,12,3.4,3.2,2350,5.2,10.3,-0.15833330154418945,465,35
9,Pinus sylvestris,pisy,pine,Planted,8,14,4,3.8,2290,7.1,12.9,-0.15833330154418945,465,35
14,Pinus sylvestris,pisy,pine,Natural,9,37,6.5,5.9,8700,80,61.58,1.6958333998918533,323,25
23,Betula spp,besp,birch,Natural,8,40,12,13,1356,102,68.2,0.7875000834465027,700,41
24,Populus tremula,potr,aspen,Natural,8,30,9,10,2331,96,52.4,0.7875000834465027,700,41
111,Betula spp,besp,birch,Natural,9,60,13.5,13.8,1283,165.7,111.83999999999999,0.7875000834465027,700,41
126,Pinus sylvestris,pisy,pine,Natural,9,60,12,11.5,2825,177.5,124.235,1.5874999562899272,371,47
127,Pinus sylvestris,pisy,pine,Natural,8,40,11,10.2,2940,139.4,110.176,1.5874999562899272,371,47
131,Pinus sylvestris,pisy,pine,Natural,10,98,15,22,392,115,65.39999999999999,-6.695833231012027,554,57
132,Pinus sylvestris,pisy,pine,Natural,10,119,14,19,589,125,67.3,-6.695833231012027,554,57
133,Pinus sylvestris,pisy,pine,Natural,10,136,16,23,508,171,94.3,-6.695833231012027,554,57
134,Pinus sylvestris,pisy,pine,Natural,9,176,19,27,377,186,103.3,-6.695833231012027,554,57
135,Pinus sylvestris,pisy,pine,Natural,10,183,17,23,568,195,103.60000000000001,-6.695833231012027,554,57
136,Pinus sylvestris,pisy,pine,Natural,9,40,9,7,7925,144,73.5,-4.891666576266289,615,41
137,Pinus sylvestris,pisy,pine,Natural,8,70,18,15,1845,274,136.6,-4.891666576266289,615,41
140,Pinus sylvestris,pisy,pine,Natural,10,157,17,21,2323,266.7,130.7,-4.891666576266289,615,41
146,Pinus sylvestris,pisy,pine,Natural,8,72,18,27,527,250,133.60000000000002,1.137500034024318,443,26.5
148,Pinus sylvestris,pisy,pine,Natural,9,88,15,18,1289,232,119.89999999999999,1.137500034024318,443,26.5
151,Pinus sylvestris,pisy,pine,Natural,8,50,13,14,1871,185,102,-2.1083333094914756,281,38
152,Pinus sylvestris,pisy,pine,Natural,8,70,17,22,576,219,127.2,-2.1083333094914756,281,38
155,Pinus sylvestris,pisy,pine,Natural,8,130,23,33,359,353,181.8,-2.1083333094914756,281,38
170,Pinus sylvestris,pisy,pine,Natural,11,130,11,14,1024,105,54.800000000000004,-10.22500006792446,235,73
171,Pinus sylvestris,pisy,pine,Natural,10,140,16,23,452,140,77,-10.22500006792446,235,73
172,Pinus sylvestris,pisy,pine,Natural,10,300,18,25,348,142,71.4,-10.22500006792446,235,73
173,Betula spp,besp,birch,Natural,9,47,10.3,5.8,4770,66,47,-10.22500006792446,235,73
175,Pinus sylvestris,pisy,pine,Natural,11,90,10,14,1010,89,47.6,-1.2541667024294536,550,40.5
179,Pinus sylvestris,pisy,pine,Natural,8,93,19,20,879,379,186.3,-0.6916666726271311,523,41.5
183,Pinus sylvestris,pisy,pine,Natural,11,117,13,20,465,107,59.7,-7.587499978020787,293,42.5
184,Pinus sylvestris,pisy,pine,Natural,12,172,7,10,3552,114,64.2,-10.22500006792446,235,73
185,Pinus sylvestris,pisy,pine,Natural,8,30,9,6,8417,115,62.8,0.5125001072883606,531,32
186,Pinus sylvestris,pisy,pine,Natural,8,45,13,10,4253,212,114,0.5125001072883606,531,32
187,Pinus sylvestris,pisy,pine,Natural,8,80,20,17,1802,372,199.49999999999997,0.5125001072883606,531,32
188,Pinus sylvestris,pisy,pine,Natural,8,104,22,20,1391,433,239.6,0.5125001072883606,531,32
189,Pinus sylvestris,pisy,pine,Natural,8,116,24,25,884,463,231.1,0.5125001072883606,531,32
190,Pinus sylvestris,pisy,pine,Natural,8,120,25,27,756,478,236.79999999999998,0.5125001072883606,531,32
191,Pinus sylvestris,pisy,pine,Natural,7,280,30,60,157,578,223.20000000000002,0.5125001072883606,531,32
192,Pinus sylvestris,pisy,pine,Natural,7,22,7.9,6.1,10500,149,69.6,-0.7708333979050318,461,27
195,Pinus sylvestris,pisy,pine,Natural,5,33,15,14.2,2474,317.9,136.57999999999998,-0.7708333979050318,461,27
198,Pinus sylvestris,pisy,pine,Natural,6,22,8.7,7.5,5825,134,113.74999999999999,-0.7708333979050318,461,27
199,Pinus sylvestris,pisy,pine,Natural,6,66,24.5,30.4,505,389,180.4,-0.7708333979050318,461,27
200,Pinus sylvestris,pisy,pine,Natural,6,66,22.7,29.2,487,346,160.7,-0.7708333979050318,461,27
201,Pinus sylvestris,pisy,pine,Natural,8,73,18.8,18.1,2033,441,179.6,-0.7708333979050318,461,27
202,Pinus sylvestris,pisy,pine,Natural,6,66,21.7,22.2,1138,431,182.1,-0.7708333979050318,461,27
203,Pinus sylvestris,pisy,pine,Natural,7,64,20,28,446,238,118.60000000000001,-0.7708333979050318,461,27
204,Pinus sylvestris,pisy,pine,Natural,6,65,21.8,35.6,269,265,130.8,-0.7708333979050318,461,27
205,Pinus sylvestris,pisy,pine,Natural,6,65,21.9,30.4,288,252,111.4,-0.7708333979050318,461,27
206,Pinus sylvestris,pisy,pine,Natural,8,77,19.2,25.1,584,265,124,-0.7708333979050318,461,27
207,Pinus sylvestris,pisy,pine,Natural,8,77,18.9,28.6,347,200,99.7,-0.7708333979050318,461,27
216,Pinus sylvestris,pisy,pine,Natural,8,70,16.8,16,1698,282,139.6,-1.9208331753810246,365,28.5
217,Pinus sylvestris,pisy,pine,Natural,8,75,18.4,18.7,1587,262,122.2,-1.9208331753810246,365,28.5
218,Pinus sylvestris,pisy,pine,Natural,8,150,25,25.1,755,540,275.5,-1.9208331753810246,365,28.5
219,Pinus sylvestris,pisy,pine,Natural,9,95,19,19.4,1706,391,181.8,-1.9208331753810246,365,28.5
220,Pinus sylvestris,pisy,pine,Natural,8,200,24,26.1,1280,563,304.2,-1.9208331753810246,365,28.5
221,Pinus sylvestris,pisy,pine,Natural,8,170,25,26.4,663,536,263.8,-1.9208331753810246,365,28.5
226,Pinus sylvestris,pisy,pine,Natural,7,90,25,30,557,435,233.9,1.137500034024318,443,26.5
227,Pinus sylvestris,pisy,pine,Natural,6,80,26,32,382,351,191.8,1.137500034024318,443,26.5
231,Pinus sylvestris,pisy,pine,Natural,9,50,9,11,3404,156,80.1,2.4458333365619183,358,27.5
232,Pinus sylvestris,pisy,pine,Natural,8,60,14,15,1420,169,84.10000000000001,2.4458333365619183,358,27.5
233,Pinus sylvestris,pisy,pine,Natural,8,70,17,20,839,208,117.5,2.4458333365619183,358,27.5
242,Betula spp,besp,birch,Natural,8,67,17,14,3858,289,190.2,-0.6916666726271311,523,41.5
244,Betula spp,besp,birch,Natural,5,40,18,16,1460,169,114.00000000000001,-4.079166615071396,611,42
245,Betula spp,besp,birch,Natural,10,100,13,12,858,61,43.1,-7.479166678463419,296,35
257,Pinus sylvestris,pisy,pine,Natural,7,20,6.3,3.8,21517,94,44.199999999999996,2.804166691377759,280,31
258,Pinus sylvestris,pisy,pine,Natural,7,30,11.2,6.3,9753,184,81.30000000000001,2.804166691377759,280,31
259,Pinus sylvestris,pisy,pine,Natural,7,40,15.4,10.4,4002,259,112,2.804166691377759,280,31
260,Pinus sylvestris,pisy,pine,Natural,7,50,18.5,14.4,2240,317,136.1,2.804166691377759,280,31
261,Pinus sylvestris,pisy,pine,Natural,7,60,20.7,18.1,1488,362,155.5,2.804166691377759,280,31
262,Pinus sylvestris,pisy,pine,Natural,7,70,22.4,21.2,1122,396,170.5,2.804166691377759,280,31
263,Pinus sylvestris,pisy,pine,Natural,7,80,23.5,23.6,928,421,182.1,2.804166691377759,280,31
264,Pinus sylvestris,pisy,pine,Natural,7,90,24.4,25.5,811,441,191.10000000000002,2.804166691377759,280,31
265,Pinus sylvestris,pisy,pine,Natural,7,100,25,27,734,454,196.2,2.804166691377759,280,31
266,Pinus sylvestris,pisy,pine,Natural,7,110,25.5,28.2,679,464,199.29999999999998,2.804166691377759,280,31
267,Pinus sylvestris,pisy,pine,Natural,7,120,25.8,29,648,471,199.79999999999998,2.804166691377759,280,31
268,Pinus sylvestris,pisy,pine,Natural,7,130,26.2,29.7,622,474,198.2,2.804166691377759,280,31
269,Pinus sylvestris,pisy,pine,Natural,7,140,26.4,30.2,604,476,195.6,2.804166691377759,280,31
271,Pinus sylvestris,pisy,pine,Natural,8,20,5.3,3.1,27027,75,36.6,2.804166691377759,280,31
272,Pinus sylvestris,pisy,pine,Natural,7,30,9.5,4.9,15270,154,70.3,2.804166691377759,280,31
273,Pinus sylvestris,pisy,pine,Natural,7,40,13,7.4,7463,214,95.60000000000001,2.804166691377759,280,31
274,Pinus sylvestris,pisy,pine,Natural,7,50,15.6,10.8,3733,258,113.6,2.804166691377759,280,31
275,Pinus sylvestris,pisy,pine,Natural,7,60,17.5,14.2,2247,291,127.5,2.804166691377759,280,31
276,Pinus sylvestris,pisy,pine,Natural,7,70,18.9,17.2,1575,315,138.1,2.804166691377759,280,31
277,Pinus sylvestris,pisy,pine,Natural,8,80,19.8,19.8,1215,333,146.9,2.804166691377759,280,31
278,Pinus sylvestris,pisy,pine,Natural,8,90,20.6,21.9,1006,346,153.1,2.804166691377759,280,31
279,Pinus sylvestris,pisy,pine,Natural,8,100,21.1,23.5,883,356,157.2,2.804166691377759,280,31
280,Pinus sylvestris,pisy,pine,Natural,8,110,21.5,24.7,806,362,158.6,2.804166691377759,280,31
281,Pinus sylvestris,pisy,pine,Natural,8,120,21.8,25.6,754,367,159,2.804166691377759,280,31
282,Pinus sylvestris,pisy,pine,Natural,8,130,22.1,26.2,723,369,157.4,2.804166691377759,280,31
283,Pinus sylvestris,pisy,pine,Natural,8,140,22.3,26.7,698,370,154.7,2.804166691377759,280,31
285,Pinus sylvestris,pisy,pine,Natural,9,20,3.2,3.5,12994,31,18.7,2.804166691377759,280,31
286,Pinus sylvestris,pisy,pine,Natural,9,30,5.9,6.5,6118,72,37.800000000000004,2.804166691377759,280,31
287,Pinus sylvestris,pisy,pine,Natural,9,40,8.4,8.8,4127,114,56,2.804166691377759,280,31
288,Pinus sylvestris,pisy,pine,Natural,9,50,10.6,10.8,3100,154,73.4,2.804166691377759,280,31
289,Pinus sylvestris,pisy,pine,Natural,9,60,12.5,12.4,2550,191,89.2,2.804166691377759,280,31
290,Pinus sylvestris,pisy,pine,Natural,9,70,14,13.9,2142,221,102,2.804166691377759,280,31
291,Pinus sylvestris,pisy,pine,Natural,9,80,15.3,15.2,1857,247,112.7,2.804166691377759,280,31
292,Pinus sylvestris,pisy,pine,Natural,9,90,16.3,16.3,1663,268,121.3,2.804166691377759,280,31
293,Pinus sylvestris,pisy,pine,Natural,9,100,17.2,17.3,1506,286,127.4,2.804166691377759,280,31
294,Pinus sylvestris,pisy,pine,Natural,9,110,18,18.1,1395,302,131.8,2.804166691377759,280,31
295,Pinus sylvestris,pisy,pine,Natural,9,120,18.6,18.9,1290,313,133.5,2.804166691377759,280,31
296,Pinus sylvestris,pisy,pine,Natural,9,130,19.1,19.6,1210,323,135.2,2.804166691377759,280,31
297,Pinus sylvestris,pisy,pine,Natural,9,140,19.6,20.3,1131,331,135.2,2.804166691377759,280,31
298,Pinus sylvestris,pisy,pine,Natural,9,150,20,20.9,1070,338,134.9,2.804166691377759,280,31
300,Pinus sylvestris,pisy,pine,Natural,10,20,2.5,2.6,20716,24,15.5,2.804166691377759,280,31
301,Pinus sylvestris,pisy,pine,Natural,10,30,4.6,4.8,9834,53,29.299999999999997,2.804166691377759,280,31
302,Pinus sylvestris,pisy,pine,Natural,10,40,6.6,6.6,6431,84,43.199999999999996,2.804166691377759,280,31
303,Pinus sylvestris,pisy,pine,Natural,10,50,8.3,8.1,4852,113,56.1,2.804166691377759,280,31
304,Pinus sylvestris,pisy,pine,Natural,10,60,9.8,9.3,3975,138,67.30000000000001,2.804166691377759,280,31
305,Pinus sylvestris,pisy,pine,Natural,10,70,11,10.4,3355,160,77.10000000000001,2.804166691377759,280,31
306,Pinus sylvestris,pisy,pine,Natural,10,80,12,11.4,2899,178,84.5,2.804166691377759,280,31
307,Pinus sylvestris,pisy,pine,Natural,10,90,12.8,12.2,2600,192,89.60000000000001,2.804166691377759,280,31
308,Pinus sylvestris,pisy,pine,Natural,10,100,13.4,12.9,2372,203,92.7,2.804166691377759,280,31
309,Pinus sylvestris,pisy,pine,Natural,10,110,14,13.6,2161,214,95.5,2.804166691377759,280,31
310,Pinus sylvestris,pisy,pine,Natural,10,120,14.5,14.2,2008,223,96.39999999999999,2.804166691377759,280,31
311,Pinus sylvestris,pisy,pine,Natural,10,130,14.9,14.7,1886,229,95.9,2.804166691377759,280,31
312,Pinus sylvestris,pisy,pine,Natural,10,140,15.3,15.2,1769,235,95.39999999999999,2.804166691377759,280,31
313,Pinus sylvestris,pisy,pine,Natural,10,150,15.6,15.6,1685,240,94.6,2.804166691377759,280,31
315,Pinus sylvestris,pisy,pine,Natural,9,10,1.4,1.4,27200,8,8.3,2.804166691377759,280,31
316,Pinus sylvestris,pisy,pine,Natural,9,15,2.6,1.8,27100,18,12.799999999999999,2.804166691377759,280,31
317,Pinus sylvestris,pisy,pine,Natural,9,20,3.8,2.3,26100,30,17.9,2.804166691377759,280,31
318,Pinus sylvestris,pisy,pine,Natural,9,25,4.4,2.7,24500,43,24.1,2.804166691377759,280,31
319,Pinus sylvestris,pisy,pine,Natural,10,30,4.9,3.1,22700,57,30.799999999999997,2.804166691377759,280,31
320,Pinus sylvestris,pisy,pine,Natural,10,35,5.4,3.5,20700,71,37.6,2.804166691377759,280,31
321,Pinus sylvestris,pisy,pine,Natural,10,40,5.9,3.9,18800,85,44.4,2.804166691377759,280,31
322,Pinus sylvestris,pisy,pine,Natural,10,45,6.4,4.3,16900,99,50.900000000000006,2.804166691377759,280,31
323,Pinus sylvestris,pisy,pine,Natural,10,50,6.9,4.7,15100,113,57.4,2.804166691377759,280,31
324,Pinus sylvestris,pisy,pine,Natural,10,55,7.4,5.2,13400,127,63.7,2.804166691377759,280,31
325,Pinus sylvestris,pisy,pine,Natural,10,60,7.9,5.7,11800,141,69.9,2.804166691377759,280,31
326,Pinus sylvestris,pisy,pine,Natural,10,65,8.4,6.2,10400,155,75.9,2.804166691377759,280,31
327,Pinus sylvestris,pisy,pine,Natural,10,70,8.9,6.7,9100,169,81.8,2.804166691377759,280,31
328,Pinus sylvestris,pisy,pine,Natural,10,75,9.4,7.3,8000,183,87.5,2.804166691377759,280,31
329,Pinus sylvestris,pisy,pine,Natural,10,80,9.9,7.9,7000,197,93.80000000000001,2.804166691377759,280,31
331,Pinus sylvestris,pisy,pine,Planted,7,10,4,4.3,7012,30,24.1,2.804166691377759,280,31
332,Pinus sylvestris,pisy,pine,Planted,6,20,8.7,7.8,5010,118,58,2.804166691377759,280,31
333,Pinus sylvestris,pisy,pine,Planted,6,30,12,10.8,3601,208,93.3,2.804166691377759,280,31
334,Pinus sylvestris,pisy,pine,Planted,7,40,14.4,13,2881,277,120.99999999999999,2.804166691377759,280,31
335,Pinus sylvestris,pisy,pine,Planted,7,50,16.1,14.6,2446,322,139.9,2.804166691377759,280,31
336,Pinus sylvestris,pisy,pine,Planted,7,60,17.4,15.7,2171,349,152.49999999999997,2.804166691377759,280,31
337,Pinus sylvestris,pisy,pine,Planted,7,10,3.4,3.7,8260,24,19.200000000000003,2.804166691377759,280,31
338,Pinus sylvestris,pisy,pine,Planted,7,20,7.4,6.6,6027,93,46.8,2.804166691377759,280,31
340,Pinus sylvestris,pisy,pine,Planted,8,40,12.2,11,3464,211,95,2.804166691377759,280,31
341,Pinus sylvestris,pisy,pine,Planted,8,50,13.6,12.5,2874,243,108.9,2.804166691377759,280,31
342,Pinus sylvestris,pisy,pine,Planted,8,60,14.7,13.4,2567,263,118.3,2.804166691377759,280,31
344,Pinus sylvestris,pisy,pine,Planted,9,10,1.6,3.2,9700,15,15.600000000000001,2.804166691377759,280,31
345,Pinus sylvestris,pisy,pine,Planted,8,15,3.1,4.3,9200,33,22.3,2.804166691377759,280,31
346,Pinus sylvestris,pisy,pine,Planted,8,20,4.6,5.2,8350,55,30.9,2.804166691377759,280,31
347,Pinus sylvestris,pisy,pine,Planted,8,25,6,6.2,7200,79,40.7,2.804166691377759,280,31
348,Pinus sylvestris,pisy,pine,Planted,9,30,7.3,7.4,5850,102,50.199999999999996,2.804166691377759,280,31
349,Pinus sylvestris,pisy,pine,Planted,9,35,8.3,8.3,4950,123,59.3,2.804166691377759,280,31
350,Pinus sylvestris,pisy,pine,Planted,9,40,9.2,9.2,4368,142,67.4,2.804166691377759,280,31
351,Pinus sylvestris,pisy,pine,Planted,9,45,10,9.9,3954,158,73.8,2.804166691377759,280,31
352,Pinus sylvestris,pisy,pine,Planted,9,50,10.6,10.5,3638,171,80.5,2.804166691377759,280,31
353,Pinus sylvestris,pisy,pine,Planted,9,55,11.2,11,3396,183,85.8,2.804166691377759,280,31
354,Pinus sylvestris,pisy,pine,Planted,9,60,11.6,11.5,3158,192,90.00000000000001,2.804166691377759,280,31
355,Pinus sylvestris,pisy,pine,Planted,9,65,12,11.8,3031,199,93.3,2.804166691377759,280,31
357,Pinus sylvestris,pisy,pine,Natural,9,10,2.1,1.8,31800,19,19.4,2.566666585703691,307,27.5
358,Pinus sylvestris,pisy,pine,Natural,8,15,3.4,2.2,31500,33.7,24.5,2.566666585703691,307,27.5
359,Pinus sylvestris,pisy,pine,Natural,8,20,4.6,2.7,29600,53.8,33.4,2.566666585703691,307,27.5
360,Pinus sylvestris,pisy,pine,Natural,9,25,5.6,3.2,27100,79.4,40.2,2.566666585703691,307,27.5
361,Pinus sylvestris,pisy,pine,Natural,9,30,6.6,3.6,24600,102.6,46.3,2.566666585703691,307,27.5
369,Pinus sylvestris,pisy,pine,Planted,9,10,2,1.5,37000,11,12.6,2.8666664697229862,291,29
370,Pinus sylvestris,pisy,pine,Planted,8,15,3.5,2.3,33000,40,24.5,2.8666664697229862,291,29
371,Pinus sylvestris,pisy,pine,Planted,8,20,5.3,3.1,27000,75,39.7,2.8666664697229862,291,29
372,Pinus sylvestris,pisy,pine,Planted,8,25,7.4,3.9,21100,113,53.60000000000001,2.8666664697229862,291,29
373,Pinus sylvestris,pisy,pine,Planted,7,30,9.5,4.9,15300,154,71,2.8666664697229862,291,29
375,Pinus sylvestris,pisy,pine,Planted,8,10,3.1,3.8,8677,26,28.400000000000002,2.566666585703691,307,27.5
376,Pinus sylvestris,pisy,pine,Planted,7,15,4.9,6,5999,57,42.5,2.566666585703691,307,27.5
377,Pinus sylvestris,pisy,pine,Planted,7,20,6.7,8.2,4308,89,54.2,2.566666585703691,307,27.5
392,Pinus sylvestris,pisy,pine,Planted,5,20,10.1,9.4,3900,150,67.69999999999999,2.8666664697229862,291,29
393,Pinus sylvestris,pisy,pine,Planted,5,25,12.2,11.2,3400,218,94.8,2.8666664697229862,291,29
394,Pinus sylvestris,pisy,pine,Planted,5,30,13.9,12.6,3000,275,120.3,2.8666664697229862,291,29
395,Pinus sylvestris,pisy,pine,Planted,7,10,3.4,3.7,8260,24,21.7,2.8666664697229862,291,29
396,Pinus sylvestris,pisy,pine,Planted,7,15,5.5,5.2,7133,58,31.199999999999996,2.8666664697229862,291,29
397,Pinus sylvestris,pisy,pine,Planted,7,20,7.4,6.6,6027,93,40.7,2.8666664697229862,291,29
398,Pinus sylvestris,pisy,pine,Planted,7,25,8.9,7.8,5232,128,53,2.8666664697229862,291,29
399,Pinus sylvestris,pisy,pine,Planted,7,30,10.2,9,4466,159,64.7,2.8666664697229862,291,29
402,Pinus sylvestris,pisy,pine,Planted,8,49,14.2,13.8,1808,282.7,131.57000000000002,0.04999997218449911,522,29
403,Pinus sylvestris,pisy,pine,Natural,7,70,19.4,16.5,1867,393.2,186.08,0.7333333889643351,469,28.5
404,Pinus sylvestris,pisy,pine,Planted,7,122,25.5,29.5,654,455.8,239.58,0.7333333889643351,469,28.5
406,Pinus sylvestris,pisy,pine,Planted,8,43,11.2,9.5,5140,137.5,81.953,0.7333333889643351,469,28.5
407,Pinus sylvestris,pisy,pine,Natural,6,70,22.8,17.1,2166,439.2,198.557,0.7333333889643351,469,28.5
408,Pinus sylvestris,pisy,pine,Planted,6,70,22.9,34.5,529,357.7,159.084,0.7333333889643351,469,28.5
410,Pinus sylvestris,pisy,pine,Natural,7,31,10.4,7.6,7551,179.3,151.085,0.7333333889643351,469,28.5
411,Pinus sylvestris,pisy,pine,Natural,5,47,20.3,20.8,1288,447.3,208.743,0.7333333889643351,469,28.5
412,Pinus sylvestris,pisy,pine,Planted,6,67,22.2,29.1,704,445.3,221.99,0.7333333889643351,469,28.5
413,Pinus sylvestris,pisy,pine,Natural,6,72,25.6,27.8,738,506.2,241.35,0.7333333889643351,469,28.5
414,Pinus sylvestris,pisy,pine,Natural,6,62,22.8,30.1,288,135.4,68.14,0.7333333889643351,469,28.5
418,Pinus sylvestris,pisy,pine,Natural,9,16,3.2,1.9,26028,36.7,17.854,0.183333287636439,459,41
419,Pinus sylvestris,pisy,pine,Natural,8,34,8.4,5.5,9518,180.5,78.13399999999999,0.183333287636439,459,41
420,Pinus sylvestris,pisy,pine,Natural,8,62,15.3,13.4,2898,348.9,142.155,0.183333287636439,459,41
421,Pinus sylvestris,pisy,pine,Natural,8,99,21.8,25,573,365.3,158.883,0.183333287636439,459,41
422,Pinus sylvestris,pisy,pine,Natural,8,105,22,21.2,1446,472,201.804,1.154166688521703,422,30.5
425,Pinus sylvestris,pisy,pine,Natural,7,35,11.7,7.4,832,140.1,66.12599999999999,0.183333287636439,459,41
426,Pinus sylvestris,pisy,pine,Natural,6,45,17.9,16.6,1546,305.8,153.84299999999996,0.183333287636439,459,41
427,Pinus sylvestris,pisy,pine,Natural,6,69,22.7,27.7,615,409.8,210.152,0.183333287636439,459,41
428,Pinus sylvestris,pisy,pine,Natural,6,83,26.4,36.8,543,654.8,264.516,0.183333287636439,459,41
430,Pinus sylvestris,pisy,pine,Natural,5,135,35.7,40.6,272,556,294.306,0.183333287636439,459,41
439,Populus tremula,potr,aspen,Natural,5,55,23,20,1458,429.9,299.14599999999996,-0.5458333641290665,510,64
440,Populus tremula,potr,aspen,Natural,5,51,22.2,19,1004,292.4,208.011,-0.5458333641290665,510,64
446,Pinus sylvestris,pisy,pine,Natural,8,47,12.5,11,2407,163.4,68.54499999999999,3.1874999925494194,296,23.5
447,Pinus sylvestris,pisy,pine,Natural,8,83,17.9,19.7,1722,217.1,96.625,3.1874999925494194,296,23.5
449,Pinus sylvestris,pisy,pine,Natural,9,130,21.5,24.3,752,288.9,146.48399999999998,1.1999999682108562,408,29
451,Pinus sylvestris,pisy,pine,Natural,8,75,18.1,28.9,2616,223.7,99.114,1.1999999682108562,408,29
512,Pinus sylvestris,pisy,pine,Natural,8,60,16,15.7,1602,238,106.1,0.9458333576718966,702,26.5
832,Pinus sylvestris,pisy,pine,Natural,9,120,18,24,334,150,95.99999999999999,-5.108333374063174,575,36
833,Pinus sylvestris,pisy,pine,Natural,10,130,14,19,136,30,19.1,-5.108333374063174,575,36
842,Pinus sylvestris,pisy,pine,Natural,10,180,17,24,481,150,99.19999999999999,-12.383333428452412,669,44.5
843,Pinus sylvestris,pisy,pine,Natural,10,160,18,20,447,125,76.1,-7.354166733721892,548,45
844,Pinus sylvestris,pisy,pine,Natural,8,46,11,8,2573,75,50.9,-8.825000082453093,633,49
845,Pinus sylvestris,pisy,pine,Natural,10,140,15,18,248,60,47.9,-9.158333256840706,591,29
846,Pinus sylvestris,pisy,pine,Natural,10,80,11,14,323,30,18.799999999999997,-5.354166622273624,528,27.5
888,Betula spp,besp,birch,Natural,10,80,13,8,3500,263,172.5,-4.891666576266289,615,41
889,Pinus sylvestris,pisy,pine,Natural,8,198,23,30,405,337,185,-2.2875000635782876,556,38.5
890,Pinus sylvestris,pisy,pine,Natural,10,166,15,21,506,127,66.2,-2.2875000635782876,556,38.5
891,Pinus sylvestris,pisy,pine,Natural,8,72,16,14,2225,297,156.79999999999998,-2.2875000635782876,556,38.5
892,Pinus sylvestris,pisy,pine,Natural,8,150,24,33,567,174,93.3,-2.2875000635782876,556,38.5
893,Pinus sylvestris,pisy,pine,Natural,7,60,19,22,950,301,158.9,1.137500034024318,443,26.5
897,Pinus sylvestris,pisy,pine,Natural,8,95,21,24,517,206,108.19999999999999,-3.3625001112620034,295,29
898,Pinus sylvestris,pisy,pine,Natural,6,55,20,36,860,379,213,-3.3625001112620034,295,29
904,Betula spp,besp,birch,Natural,11,77,7,7,2960,87,60.7,-9.204166596134504,421,39.5
909,Pinus sylvestris,pisy,pine,Natural,8,60,16,18,675,127,72.1,-5.712499964982271,583,58
911,Pinus sylvestris,pisy,pine,Natural,9,158,21,28,515,183,95.7,-7.391666541496913,375,38.5
927,Pinus sylvestris,pisy,pine,Natural,8,49,13,11,2550,191,115.6,-4.445833347737789,610,41.5
928,Pinus sylvestris,pisy,pine,Natural,9,60,12,12,1095,142,78.9,-4.445833347737789,610,41.5
929,Pinus sylvestris,pisy,pine,Natural,10,70,11,10,2220,155,93.3,-4.445833347737789,610,41.5
930,Pinus sylvestris,pisy,pine,Natural,8,72,18,19,665,189,98,-4.445833347737789,610,41.5
931,Pinus sylvestris,pisy,pine,Natural,9,70,13,14,1030,107,60.1,-4.445833347737789,610,41.5
932,Pinus sylvestris,pisy,pine,Natural,10,250,18,34,197,141,80.7,-4.445833347737789,610,41.5
946,Pinus sylvestris,pisy,pine,Natural,6,45,17.8,16.5,1015,189.6,103.98,0.07916676998138428,414,33
948,Pinus sylvestris,pisy,pine,Natural,7,67,19.8,24,493,201.2,112.72999999999999,0.07916676998138428,414,33
950,Pinus sylvestris,pisy,pine,Natural,7,46,15.4,16.3,1454,223,116.7,0.07916676998138428,414,33
951,Pinus sylvestris,pisy,pine,Natural,8,31,8.7,7,4460,90,53.900000000000006,0.07916676998138428,414,33
952,Pinus sylvestris,pisy,pine,Natural,7,67,19.8,27.2,518,272,143.79999999999998,0.07916676998138428,414,33
953,Pinus sylvestris,pisy,pine,Natural,8,83,18.9,22,1055,369,191.2,0.07916676998138428,414,33
954,Pinus sylvestris,pisy,pine,Natural,7,50,15.1,17.8,1177,209,92.6,0.07916676998138428,414,33
955,Pinus sylvestris,pisy,pine,Natural,6,63,21.8,24,1030,378,188.8,0.07916676998138428,414,33
956,Pinus sylvestris,pisy,pine,Natural,8,35,10.6,13.5,1982,154,83.39999999999999,0.07916676998138428,414,33
963,Populus tremula,potr,aspen,Natural,6,26,14,12.8,4999,248,118.05,0.06666659905264775,425,38
983,Pinus sylvestris,pisy,pine,Natural,9,30,8.5,9.2,894,27,17.400000000000002,-3.3000000516573587,586,46.5
984,Pinus sylvestris,pisy,pine,Natural,9,50,11.6,16.1,781,91,50.900000000000006,-3.3000000516573587,586,46.5
985,Pinus sylvestris,pisy,pine,Natural,9,70,13.8,22.9,451,128,66.3,-3.3000000516573587,586,46.5
986,Pinus sylvestris,pisy,pine,Natural,9,90,15.4,26.5,406,159,85.4,-3.3000000516573587,586,46.5
987,Pinus sylvestris,pisy,pine,Natural,9,110,17.2,29.4,331,182,89.7,-3.3000000516573587,586,46.5
988,Pinus sylvestris,pisy,pine,Natural,9,130,18.2,31.9,292,198,93.89999999999999,-3.3000000516573587,586,46.5
989,Pinus sylvestris,pisy,pine,Natural,9,150,19,34,260,208,96.99999999999999,-3.3000000516573587,586,46.5
990,Pinus sylvestris,pisy,pine,Natural,9,170,19.6,35.7,229,206,96.7,-3.3000000516573587,586,46.5
