Plot_ID,Tree_species,Species_code,Species,Origin,Site_index,Stand_age,Height,DBH,Tree_density,Growing_stock,AGB,Temp_annual,Precip_annual,CEC_Soil
4909,Pinus sylvestris,pisy,pine,Planted,7,80,22.8,24.6,920,462,190.56,6.670833390516539,643,23
4910,Pinus sylvestris,pisy,pine,Planted,7,100,25.1,28.3,720,521,212.86,6.670833390516539,643,23
4911,Pinus sylvestris,pisy,pine,Planted,6,15,6,5.1,7510,56,35.49,6.670833390516539,643,23
4912,Pinus sylvestris,pisy,pine,Planted,6,20,8.6,8,3880,90,49.16,6.670833390516539,643,23
4913,Pinus sylvestris,pisy,pine,Planted,6,30,12.8,13.7,1780,164,79.60000000000001,6.670833390516539,643,23
4914,Pinus sylvestris,pisy,pine,Planted,6,40,16.1,19,1040,224,99.94,6.670833390516539,643,23
4915,Pinus sylvestris,pisy,pine,Planted,6,60,20.6,26.6,650,337,139.92999999999998,6.670833390516539,643,23
4916,Pinus sylvestris,pisy,pine,Planted,6,80,23.5,31.5,550,451,178.09,6.670833390516539,643,23
4917,Pinus sylvestris,pisy,pine,Planted,7,100,26,35.1,470,521,200.1,6.670833390516539,643,23
4918,Pinus sylvestris,pisy,pine,Planted,8,15,4.6,3.8,18180,37,20,6.670833390516539,643,23
4919,Pinus sylvestris,pisy,pine,Planted,7,20,6.8,5.8,6980,73,36.22,6.670833390516539,643,23
4920,Pinus sylvestris,pisy,pine,Planted,7,30,10.3,9.1,4270,151,69.18,6.670833390516539,643,23
4921,Pinus sylvestris,pisy,pine,Planted,7,40,12.9,11.8,3020,213,94.47999999999999,6.670833390516539,643,23
4922,Pinus sylvestris,pisy,pine,Planted,8,60,16.5,16.4,1800,303,129.3,6.670833390516539,643,23
4923,Pinus sylvestris,pisy,pine,Planted,8,80,19.1,20.8,1210,370,155.79999999999998,6.670833390516539,643,23
4924,Pinus sylvestris,pisy,pine,Planted,8,100,21.6,24.8,890,431,180.97,6.670833390516539,643,23
4925,Pinus sylvestris,pisy,pine,Planted,8,15,4.9,3.8,9860,37,24.689999999999998,6.670833390516539,643,23
4926,Pinus sylvestris,pisy,pine,Planted,7,20,6.9,6.7,4790,67,37.28,6.670833390516539,643,23
4927,Pinus sylvestris,pisy,pine,Planted,7,30,10.4,11.7,2180,125,62.71,6.670833390516539,643,23
4928,Pinus sylvestris,pisy,pine,Planted,7,40,13.2,16,1290,168,77.22999999999999,6.670833390516539,643,23
4929,Pinus sylvestris,pisy,pine,Planted,7,60,17.2,22.3,920,289,113.5,6.670833390516539,643,23
4930,Pinus sylvestris,pisy,pine,Planted,8,80,19.8,26.2,760,370,145.78,6.670833390516539,643,23
4931,Pinus sylvestris,pisy,pine,Planted,8,100,22.3,29.8,620,431,170.23,6.670833390516539,643,23
4932,Betula spp,besp,birch,Natural,4,35,17.8,13.5,1809,311,140.07000000000002,5.433333405914406,674,32.5
4933,Betula spp,besp,birch,Natural,11,80,8.5,13.2,856,60,35.85,5.433333405914406,674,32.5
4934,Betula spp,besp,birch,Natural,5,55,21.9,14,1630,255.7,167.20000000000002,5.779166728879015,649,23
4935,Betula spp,besp,birch,Natural,8,40,11.3,9.3,1645,70.6,50.9,5.779166728879015,649,23
4937,Betula spp,besp,birch,Natural,8,39,11.5,12.3,755,62,23.2,5.7875000561277075,652,26.5
4938,Betula spp,besp,birch,Natural,9,58,13,15.8,735,118,37.199999999999996,5.7875000561277075,652,26.5
4940,Betula spp,besp,birch,Natural,7,43,14,13.1,670,75,34.5,5.7875000561277075,652,26.5
4941,Betula spp,besp,birch,Natural,11,30,4.4,2.8,1886,5,4.430000000000001,5.7875000561277075,652,26.5
4942,Betula spp,besp,birch,Natural,7,33,13.2,9.5,2419,78,52.81,6.716666844983895,620,26
4943,Betula spp,besp,birch,Natural,7,30,12.2,8.5,3690,101,66.47999999999999,6.716666844983895,620,26
4944,Betula spp,besp,birch,Natural,4,32,19.2,17.8,970,196,110.62,6.716666844983895,620,26
4945,Betula spp,besp,birch,Natural,7,65,18.6,19.4,1305,216,140.82999999999998,6.670833390516539,643,23
4946,Betula spp,besp,birch,Natural,8,40,9.8,9.1,1850,59.2,36.21,6.670833390516539,643,23
4947,Betula spp,besp,birch,Natural,3,40,22.4,20.6,1010,253,153.44,5.737500000745058,634,23.5
4948,Betula spp,besp,birch,Natural,3,40,25.5,21.4,950,385,267.09000000000003,5.991666601039469,601,27.5
4950,Populus tremula,potr,aspen,Natural,5,40,21,20,790,208,97.17999999999999,5.433333405914406,674,32.5
4957,Quercus robur,quro,oak,Natural,6,50,18.4,19.6,1015,318,219.19,5.35416674024115,672,30
4958,Quercus robur,quro,oak,Natural,5,60,23.6,19.8,735,242,177.3,6.670833390516539,643,23
4959,Quercus robur,quro,oak,Natural,7,60,17.1,19.6,590,149,120.6,6.670833390516539,643,23
4960,Quercus robur,quro,oak,Natural,8,100,22.5,22.2,500,208,147.20000000000002,6.670833390516539,643,23
4961,Quercus robur,quro,oak,Natural,9,140,22.1,24.7,480,287,160.3,6.670833390516539,643,23
4986,Picea abies,piab,spruce,Planted,7,55,19,22.3,1065,449,200.6,8.629166736577949,953,24
4987,Picea abies,piab,spruce,Natural,5,39,19.4,20.5,1156,282,121.12,8.054166718696555,1047,22.5
4988,Pinus sylvestris,pisy,pine,Planted,7,66,20.6,27.1,538,299,169.1,10.379166747132937,804,8
4989,Pinus sylvestris,pisy,pine,Planted,7,69,20.6,26.8,556,299,182.4,10.379166747132937,804,8
4990,Pinus sylvestris,pisy,pine,Planted,7,73,21.4,29.4,374,262,152.5,10.379166747132937,804,8
4991,Pinus sylvestris,pisy,pine,Planted,7,75,21.5,29.7,362,244,142.8,10.379166747132937,804,8
4994,Betula spp,besp,birch,Natural,4,14,10,7.2,4920,120,76.7,10.029166733225187,812,19.5
5003,Quercus robur,quro,oak,Natural,7,67,17.2,24.1,310,167,150.90000000000003,10.379166747132937,804,8
5004,Quercus robur,quro,oak,Natural,8,120,24,54.7,111,304,298.15,8.700000014156103,935,26
5005,Quercus robur,quro,oak,Natural,8,90,20,32.8,192,148,125.25,8.700000014156103,935,26
5006,Quercus robur,quro,oak,Natural,8,90,21,34.8,178,162,141.42,8.700000014156103,935,26
5007,Quercus robur,quro,oak,Natural,7,23,8,5.6,7000,77,74.47,8.700000014156103,935,26
5008,Quercus robur,quro,oak,Natural,8,55,17,11.5,1486,129,115.65999999999998,8.700000014156103,935,26
5009,Quercus robur,quro,oak,Natural,6,20,8,5.5,7000,73,71.70000000000002,8.962500009375313,913,21.5
5010,Quercus robur,quro,oak,Natural,7,28,8,5.6,7000,74,70.9,8.962500009375313,913,21.5
5011,Quercus robur,quro,oak,Natural,6,66,22,20.7,958,221,171,8.47083331209918,978,27
5015,Fagus sylvatica,fasy,beech,Planted,7,130,27.5,44,190,329,339.1,8.47083331209918,978,27
5016,Fagus sylvatica,fasy,beech,Natural,8,120,24.6,38,199,225,268.96,8.054166718696555,1047,22.5
5020,Picea abies,piab,spruce,Natural,8,120,23.6,34,610,579,278.9,11.249999890724817,577,24.5
5021,Picea abies,piab,spruce,Natural,5,100,31.6,38,600,1000,477.6,11.249999890724817,577,24.5
5022,Picea abies,piab,spruce,Natural,6,90,26.6,36,385,773,400.4,7.258333340287209,693,26
5023,Picea abies,piab,spruce,Natural,6,20,8.4,7.4,6512,129,80.3,10.437499995032946,500,24.5
5024,Picea abies,piab,spruce,Natural,6,30,12.5,13.4,3064,291,173.3,10.437499995032946,500,24.5
5025,Picea abies,piab,spruce,Natural,6,40,16,19.8,1688,444,250.8,10.437499995032946,500,24.5
5026,Picea abies,piab,spruce,Natural,6,50,19,24.7,1205,559,305.09999999999997,10.437499995032946,500,24.5
5027,Picea abies,piab,spruce,Natural,6,60,21.5,28.3,976,632,340.20000000000005,10.437499995032946,500,24.5
5028,Picea abies,piab,spruce,Natural,6,70,23.5,31.2,838,691,368.8,10.437499995032946,500,24.5
5029,Picea abies,piab,spruce,Natural,6,80,25.5,33.4,757,732,389,10.437499995032946,500,24.5
5030,Picea abies,piab,spruce,Natural,6,90,27.5,35.4,693,771,407.8,10.437499995032946,500,24.5
5031,Picea abies,piab,spruce,Natural,6,100,28.5,37.1,644,807,425.1,10.437499995032946,500,24.5
5032,Picea abies,piab,spruce,Natural,6,110,30,38.6,608,837,439.00000000000006,10.437499995032946,500,24.5
5033,Picea abies,piab,spruce,Natural,6,120,31.5,40,576,865,451.2,10.437499995032946,500,24.5
5034,Pinus sylvestris,pisy,pine,Planted,6,30,13,16,1510,193,85.61,8.925000031789144,645,27.5
5035,Pinus sylvestris,pisy,pine,Planted,6,10,4.8,6.2,5600,84,64.7,10.41249999900659,603,23
5036,Pinus sylvestris,pisy,pine,Planted,4,20,11.6,11.3,3099,221,134.7,10.41249999900659,603,23
5037,Pinus sylvestris,pisy,pine,Planted,4,30,16.5,16.5,1761,333,178.60000000000002,10.41249999900659,603,23
5038,Pinus sylvestris,pisy,pine,Planted,4,40,20.2,21,1213,424,213.00000000000003,10.41249999900659,603,23
5039,Pinus sylvestris,pisy,pine,Planted,5,50,22.8,25.5,861,491,242,10.41249999900659,603,23
5040,Pinus sylvestris,pisy,pine,Planted,6,10,4.3,5.6,5814,75,41.800000000000004,10.41249999900659,603,23
5041,Pinus sylvestris,pisy,pine,Planted,5,20,9.9,9.9,3485,194,96.9,10.41249999900659,603,23
5042,Pinus sylvestris,pisy,pine,Planted,5,30,14.7,14,2187,290,126.89999999999999,10.41249999900659,603,23
5043,Pinus sylvestris,pisy,pine,Planted,5,40,18,17.5,1566,369,152.10000000000002,10.41249999900659,603,23
5044,Pinus sylvestris,pisy,pine,Planted,7,50,20.4,21.1,1144,430,174.6,10.41249999900659,603,23
5045,Pinus sylvestris,pisy,pine,Planted,6,10,3.8,5,6028,65,32.5,10.41249999900659,603,23
5046,Pinus sylvestris,pisy,pine,Planted,6,20,8.9,8.7,3871,164,71,10.41249999900659,603,23
5047,Pinus sylvestris,pisy,pine,Planted,6,30,12.8,12,2613,251,99,10.41249999900659,603,23
5048,Pinus sylvestris,pisy,pine,Planted,6,40,15.8,14.9,1919,316,120.1,10.41249999900659,603,23
5049,Pinus sylvestris,pisy,pine,Planted,7,50,18.1,17.9,1426,361,135.20000000000002,10.41249999900659,603,23
5050,Pinus sylvestris,pisy,pine,Planted,7,10,3.3,4.3,6242,56,20.099999999999998,10.41249999900659,603,23
5051,Pinus sylvestris,pisy,pine,Planted,7,20,7.6,7.5,4256,134,45.800000000000004,10.41249999900659,603,23
5052,Pinus sylvestris,pisy,pine,Planted,7,30,10.9,10.2,3039,203,63,10.41249999900659,603,23
5053,Pinus sylvestris,pisy,pine,Planted,7,40,13.5,12.7,2272,267,76.2,10.41249999900659,603,23
5054,Pinus sylvestris,pisy,pine,Planted,7,50,15.7,15.4,1709,314,86.4,10.41249999900659,603,23
5055,Pinus sylvestris,pisy,pine,Planted,6,18,8.5,8.3,5400,130,89.5,11.429166533363363,535,23
5098,Pinus sylvestris,pisy,pine,Natural,9,11,2.25,1.4,58010,37,39.980000000000004,9.866666665300727,573,23.5
5099,Pinus sylvestris,pisy,pine,Natural,8,14,4.32,3.1,27750,52.5,34.14,9.866666665300727,573,23.5
5100,Pinus sylvestris,pisy,pine,Planted,8,18,5.5,5.3,5189,50,55.00000000000001,8.412499920775494,662,36
5101,Pinus sylvestris,pisy,pine,Planted,8,28,11.9,10.2,2125,138,94.10000000000001,8.412499920775494,662,36
5102,Pinus sylvestris,pisy,pine,Planted,8,64,16.5,14.9,815,157,118.80000000000001,8.412499920775494,662,36
5103,Pinus sylvestris,pisy,pine,Planted,9,14,3,11.1,2520,27,36.800000000000004,8.0791667252779,813,17.5
5104,Pinus sylvestris,pisy,pine,Planted,9,18,3,9.7,3500,50,56.3,8.0791667252779,813,17.5
5105,Pinus sylvestris,pisy,pine,Planted,8,19,5.3,11.4,3560,106,106.89999999999999,8.0791667252779,813,17.5
5106,Pinus sylvestris,pisy,pine,Planted,6,33,15,11.3,4260,253,140.10000000000002,7.841666699697574,980,21.5
5108,Pinus sylvestris,pisy,pine,Planted,9,7,1.36,0.5,4810,2.15,4.09,9.866666665300727,573,23.5
5109,Pinus sylvestris,pisy,pine,Planted,8,11,2.85,3.5,4230,11.2,15.36,9.866666665300727,573,23.5
5110,Pinus sylvestris,pisy,pine,Planted,8,14,3.59,4.2,5190,17.9,22.89,9.866666665300727,573,23.5
5111,Pinus sylvestris,pisy,pine,Planted,8,17,4.85,5.7,5640,34.5,34.589999999999996,9.866666665300727,573,23.5
5112,Pinus sylvestris,pisy,pine,Planted,8,20,5.76,6.8,5400,57.7,49.6,9.866666665300727,573,23.5
5113,Pinus sylvestris,pisy,pine,Planted,7,23,8.23,9.4,3640,94.3,63.16,9.866666665300727,573,23.5
5114,Pinus sylvestris,pisy,pine,Planted,6,31,12.6,13.9,2370,174,99.39,9.866666665300727,573,23.5
5115,Pinus sylvestris,pisy,pine,Planted,6,35,14.2,14.8,1890,210,118.22999999999999,9.866666665300727,573,23.5
5116,Pinus sylvestris,pisy,pine,Planted,7,55,16,22.7,760,206,116.24,9.866666665300727,573,23.5
5138,Betula spp,besp,birch,Natural,6,15,5.1,4,6900,46,27.9,9.804166776438555,568,30.5
5139,Betula spp,besp,birch,Natural,6,20,7,5.4,5500,66,40.2,9.804166776438555,568,30.5
5140,Betula spp,besp,birch,Natural,6,25,8.6,7,4000,88,54.3,9.804166776438555,568,30.5
5141,Betula spp,besp,birch,Natural,6,30,10.3,8.6,2850,115,70.9,9.804166776438555,568,30.5
5142,Betula spp,besp,birch,Natural,7,35,12,10.9,2050,145,89.6,9.804166776438555,568,30.5
5143,Betula spp,besp,birch,Natural,7,40,13.5,13.1,1400,175,108.4,9.804166776438555,568,30.5
5144,Betula spp,besp,birch,Natural,7,45,15.4,15.5,1050,210,130.5,9.804166776438555,568,30.5
5145,Betula spp,besp,birch,Natural,7,50,17.2,18.5,900,248,156.4,9.804166776438555,568,30.5
5146,Betula spp,besp,birch,Natural,6,6,2.1,1.8,10450,1.8,1.4000000000000001,9.804166776438555,568,30.5
5147,Betula spp,besp,birch,Natural,6,24,9.1,6,4990,98,62.199999999999996,9.804166776438555,568,30.5
5148,Betula spp,besp,birch,Natural,5,27,12.8,10,2480,139,78.3,9.804166776438555,568,30.5
5149,Betula spp,besp,birch,Natural,8,32,9.5,7,4210,108,63.8,9.804166776438555,568,30.5
5150,Betula spp,besp,birch,Natural,7,38,12.3,12,1500,120,70.5,9.804166776438555,568,30.5
5151,Betula spp,besp,birch,Natural,7,42,13,14,1340,119,68.69999999999999,9.804166776438555,568,30.5
5152,Betula spp,besp,birch,Natural,6,46,18.8,21,740,209,120.79999999999998,9.804166776438555,568,30.5
5153,Betula spp,besp,birch,Natural,6,53,18.5,18,1020,285,172.70000000000002,9.804166776438555,568,30.5
5154,Betula spp,besp,birch,Natural,7,55,17.6,19,880,274,164,9.804166776438555,568,30.5
5155,Betula spp,besp,birch,Natural,7,55,19,20,880,186,138.9,9.804166776438555,568,30.5
5157,Betula spp,besp,birch,Natural,7,22,7,7.2,4028,92,62.8,9.595833296577135,641,17.5
5158,Betula spp,besp,birch,Natural,7,22,8,6.9,4028,84,58.8,9.595833296577135,641,17.5
5176,Quercus robur,quro,oak,Planted,6,47,18.5,19.9,618,164,123.03999999999999,9.962500053147474,715,20.5
5177,Quercus robur,quro,oak,Planted,7,44,15.1,14.6,890,117,97.67,9.962500053147474,715,20.5
5180,Fagus sylvatica,fasy,beech,Planted,6,39,15.2,17.9,815,117,92.36,9.962500053147474,715,20.5
5185,Pinus sylvestris,pisy,pine,Planted,7,8,3,4.1,7740,10,10.52,10.62916673781971,535,19
5186,Pinus sylvestris,pisy,pine,Planted,6,9,3.8,4.5,11580,11.8,9.35,10.62916673781971,535,19
5187,Pinus sylvestris,pisy,pine,Planted,9,10,2.2,2.9,7980,6,6.039999999999999,10.62916673781971,535,19
5188,Pinus sylvestris,pisy,pine,Planted,7,10,3.3,3.9,11160,7.5,5.61,10.62916673781971,535,19
5189,Pinus sylvestris,pisy,pine,Planted,6,11,5,7,7500,19.7,14.19,10.62916673781971,535,19
5190,Pinus sylvestris,pisy,pine,Planted,6,13,5.6,6.1,7440,35,21.59,10.62916673781971,535,19
5191,Pinus sylvestris,pisy,pine,Planted,6,13,6.2,7.3,4320,21.7,14.420000000000002,10.62916673781971,535,19
5192,Pinus sylvestris,pisy,pine,Planted,6,13,5.5,5.9,6900,19.1,12.010000000000002,10.62916673781971,535,19
5193,Pinus sylvestris,pisy,pine,Planted,6,14,6.7,6.7,7740,49.5,30.48,10.62916673781971,535,19
5194,Pinus sylvestris,pisy,pine,Planted,6,14,5.7,6.3,7620,32.8,22.79,10.62916673781971,535,19
5195,Pinus sylvestris,pisy,pine,Planted,5,14,6.9,7.3,6780,30.8,16.97,10.62916673781971,535,19
5196,Pinus sylvestris,pisy,pine,Planted,5,15,8.5,8.6,4920,34.8,21.860000000000003,10.62916673781971,535,19
5197,Pinus sylvestris,pisy,pine,Planted,6,15,7.1,7.8,4740,27.8,17.45,10.62916673781971,535,19
5198,Pinus sylvestris,pisy,pine,Planted,5,21,11.7,11,2760,79.3,44.24,10.62916673781971,535,19
5213,Picea abies,piab,spruce,Natural,6,38,15.5,16.5,1490,252,122.46000000000001,7.625000037252903,1029,25
5214,Picea abies,piab,spruce,Natural,6,34,16.8,17.4,1490,281,142.7,7.625000037252903,1029,25
5215,Picea abies,piab,spruce,Natural,6,42,17.9,17.9,1490,325,155.24,7.625000037252903,1029,25
5216,Picea abies,piab,spruce,Natural,6,43,18.4,18.7,1330,329,155.1,7.625000037252903,1029,25
5217,Picea abies,piab,spruce,Natural,6,44,18.8,19.6,1170,323,154.78,7.625000037252903,1029,25
5218,Picea abies,piab,spruce,Natural,6,48,20.2,21,1130,400,180.96,7.625000037252903,1029,25
5219,Picea abies,piab,spruce,Natural,7,85,24.3,30.3,595,512,230.51,7.625000037252903,1029,25
5220,Picea abies,piab,spruce,Natural,7,86,24.6,30.6,595,527,236.99,7.625000037252903,1029,25
5221,Picea abies,piab,spruce,Natural,7,87,25,31,595,530,244.49,7.625000037252903,1029,25
5223,Picea abies,piab,spruce,Natural,7,88,25.3,31.3,595,556,251.2,7.625000037252903,1029,25
5224,Picea abies,piab,spruce,Natural,7,89,25.6,31.8,565,549,248.98,7.625000037252903,1029,25
5225,Picea abies,piab,spruce,Natural,7,90,25.8,32.1,564,566,253.53,7.625000037252903,1029,25
5226,Picea abies,piab,spruce,Natural,7,91,26.1,32.3,563,580,258.56,7.625000037252903,1029,25
5227,Picea abies,piab,spruce,Natural,7,95,26.4,33.4,545,602,271.65999999999997,7.625000037252903,1029,25
5228,Picea abies,piab,spruce,Natural,6,113,31.1,39.3,300,525,223.04,7.625000037252903,1029,25
5229,Picea abies,piab,spruce,Natural,6,114,31.3,39.6,300,539,227.9,7.625000037252903,1029,25
5230,Picea abies,piab,spruce,Natural,6,115,31.5,40,300,523,232.98999999999998,7.625000037252903,1029,25
5231,Picea abies,piab,spruce,Natural,6,116,31.7,40.4,300,561,239.30000000000004,7.625000037252903,1029,25
5232,Picea abies,piab,spruce,Natural,6,117,31.8,40.9,284,541,233.02,7.625000037252903,1029,25
5233,Picea abies,piab,spruce,Natural,6,118,31.9,41.2,284,553,238.12000000000003,7.625000037252903,1029,25
5234,Picea abies,piab,spruce,Natural,6,119,31.9,41.7,284,567,243.99,7.625000037252903,1029,25
5235,Picea abies,piab,spruce,Natural,7,130,27,37,320,461,219.1,10.108333269755045,858,22
5236,Picea abies,piab,spruce,Natural,7,75,20,25,1078,497,249.1,10.108333269755045,858,22
5237,Picea abies,piab,spruce,Natural,8,50,14,15,2488,335,168.7,10.108333269755045,858,22
5238,Picea abies,piab,spruce,Natural,7,25,5.4,7,4077,61,56.8,10.108333269755045,858,22
5239,Picea abies,piab,spruce,Natural,7,15,4.9,5,3333,27,30.740000000000002,10.108333269755045,858,22
5240,Picea abies,piab,spruce,Natural,7,100,25.2,27.3,664,499,250,7.145833447575569,1070,27
5241,Picea abies,piab,spruce,Natural,7,90,25.9,27.3,642,471,226.1,7.979166768491268,777,21.5
5242,Picea abies,piab,spruce,Natural,6,90,26.4,28.7,608,499,238.5,7.979166768491268,777,21.5
5243,Picea abies,piab,spruce,Natural,7,90,25.8,27,700,504,242.10000000000002,7.979166768491268,777,21.5
5244,Picea abies,piab,spruce,Natural,7,90,25.7,26.9,658,467,225.2,7.979166768491268,777,21.5
5245,Picea abies,piab,spruce,Natural,7,90,25.1,28.5,600,462,231.50000000000003,7.979166768491268,777,21.5
5246,Picea abies,piab,spruce,Natural,7,90,24.1,25.5,692,416,210.70000000000002,7.979166768491268,777,21.5
5247,Picea abies,piab,spruce,Natural,7,90,24.4,26.8,617,415,208.70000000000002,7.979166768491268,777,21.5
5248,Picea abies,piab,spruce,Natural,7,90,24.3,25.8,658,434,218.79999999999998,7.979166768491268,777,21.5
5249,Picea abies,piab,spruce,Natural,7,90,24.8,25.1,758,463,223.3,7.979166768491268,777,21.5
5250,Picea abies,piab,spruce,Natural,7,90,25.8,27.6,608,458,219.79999999999998,7.979166768491268,777,21.5
5251,Picea abies,piab,spruce,Natural,7,90,24.8,27.5,650,462,234.1,7.979166768491268,777,21.5
5252,Picea abies,piab,spruce,Natural,7,90,26.2,28.6,633,514,246.7,7.979166768491268,777,21.5
5253,Picea abies,piab,spruce,Natural,7,90,25.2,27,652,464,224.70000000000002,7.979166768491268,777,21.5
5254,Picea abies,piab,spruce,Natural,7,95,26.7,28.7,600,505,241.6,7.979166768491268,777,21.5
5255,Picea abies,piab,spruce,Natural,7,100,26.8,27.4,678,492,238.8,7.979166768491268,777,21.5
5256,Picea abies,piab,spruce,Natural,7,14,5.2,5.8,5128,48.5,35,9.587499896685282,652,25
5257,Picea abies,piab,spruce,Natural,6,14,5.8,6.5,5128,64.9,43.599999999999994,9.587499896685282,652,25
5259,Picea abies,piab,spruce,Natural,6,30,12.1,12.1,3576,212,119.30000000000001,8.741666657229265,772,16.5
5287,Picea abies,piab,spruce,Natural,5,76,27.5,30.2,802,728,312.2,8.525000060598055,1061,27
5289,Picea abies,piab,spruce,Natural,7,142,26.7,36.5,363,526,239.99999999999997,6.929166631152232,809,20.5
5290,Picea abies,piab,spruce,Natural,5,47,23.7,23.6,910,469,246.94,8.508333439628283,881,26.5
5291,Picea abies,piab,spruce,Planted,5,49,25.1,28.4,834,573,286.40000000000003,8.508333439628283,881,26.5
5292,Picea abies,piab,spruce,Natural,6,16,6.5,7,7250,83.4,61.5,5.858333287760615,1092,25.5
5293,Picea abies,piab,spruce,Natural,8,35,8,9,4625,115.3,93.8,5.858333287760615,1092,25.5
5294,Picea abies,piab,spruce,Natural,5,43,18.3,24,1018,338.5,184.29999999999998,5.858333287760615,1092,25.5
5295,Picea abies,piab,spruce,Natural,6,72,25.2,33,486,465.3,217.49999999999997,5.858333287760615,1092,25.5
5296,Picea abies,piab,spruce,Natural,6,112,28.3,33,462,605.3,276.1,5.858333287760615,1092,25.5
5297,Picea abies,piab,spruce,Natural,7,142,27.1,37,363,525.9,241.29999999999998,5.858333287760615,1092,25.5
5298,Pinus sylvestris,pisy,pine,Natural,5,20,9.5,7.6,6181,123,71.44999999999999,8.762499998013178,540,15
5299,Pinus sylvestris,pisy,pine,Natural,5,40,17.8,17,1751,332,165.47,8.762499998013178,540,15
5300,Pinus sylvestris,pisy,pine,Natural,5,60,24,27,759,472,241.68,8.762499998013178,540,15
5301,Pinus sylvestris,pisy,pine,Natural,5,80,28.6,36.3,434,563,308.09999999999997,8.762499998013178,540,15
5302,Pinus sylvestris,pisy,pine,Natural,5,100,31.9,44.2,292,616,358.39,8.762499998013178,540,15
5303,Pinus sylvestris,pisy,pine,Natural,5,120,34.2,50.7,218,638,390.92,8.762499998013178,540,15
5304,Pinus sylvestris,pisy,pine,Natural,6,20,8,6,8982,94,61.75,8.762499998013178,540,15
5305,Pinus sylvestris,pisy,pine,Natural,6,40,15.2,14.3,2244,265,134.67,8.762499998013178,540,15
5306,Pinus sylvestris,pisy,pine,Natural,6,60,20.8,23.3,942,383,194.68,8.762499998013178,540,15
5307,Pinus sylvestris,pisy,pine,Natural,6,80,24.9,31.6,528,461,246.44,8.762499998013178,540,15
5308,Pinus sylvestris,pisy,pine,Natural,6,100,27.9,38.9,349,508,287.83000000000004,8.762499998013178,540,15
5309,Pinus sylvestris,pisy,pine,Natural,6,120,29.9,44.8,258,528,315.79999999999995,8.762499998013178,540,15
5310,Pinus sylvestris,pisy,pine,Natural,7,25,8.2,6,9399,98,61.85,8.762499998013178,540,15
5311,Pinus sylvestris,pisy,pine,Natural,7,30,9.5,8,5924,146,85.77,8.762499998013178,540,15
5312,Pinus sylvestris,pisy,pine,Natural,7,40,12.6,11.7,3063,206,109.03999999999999,8.762499998013178,540,15
5313,Pinus sylvestris,pisy,pine,Natural,7,50,15.2,15.6,1838,258,133.23,8.762499998013178,540,15
5314,Pinus sylvestris,pisy,pine,Natural,7,60,17.5,19.5,1223,302,155.84,8.762499998013178,540,15
5315,Pinus sylvestris,pisy,pine,Natural,7,70,19.4,23.3,878,339,175.94,8.762499998013178,540,15
5316,Pinus sylvestris,pisy,pine,Natural,7,80,21.2,27,665,368,195.66000000000003,8.762499998013178,540,15
5317,Pinus sylvestris,pisy,pine,Natural,7,90,22.7,30.4,527,391,212.83,8.762499998013178,540,15
5318,Pinus sylvestris,pisy,pine,Natural,7,100,23.9,33.6,431,408,228.03,8.762499998013178,540,15
5319,Pinus sylvestris,pisy,pine,Natural,7,120,25.8,39.1,313,426,249.67,8.762499998013178,540,15
5320,Pinus sylvestris,pisy,pine,Natural,8,30,7.7,5.7,8990,90,60.540000000000006,8.762499998013178,540,15
5321,Pinus sylvestris,pisy,pine,Natural,8,40,10,9,4616,151,87.42,8.762499998013178,540,15
5322,Pinus sylvestris,pisy,pine,Natural,8,50,12.2,12.3,2645,193,104.68999999999998,8.762499998013178,540,15
5323,Pinus sylvestris,pisy,pine,Natural,8,60,14.2,15.7,1702,228,121.81,8.762499998013178,540,15
5324,Pinus sylvestris,pisy,pine,Natural,8,70,16,19.1,1191,259,137.73,8.762499998013178,540,15
5325,Pinus sylvestris,pisy,pine,Natural,8,80,17.5,22.3,885,284,151.69000000000003,8.762499998013178,540,15
5326,Pinus sylvestris,pisy,pine,Natural,8,90,18.8,25.3,689,304,165.6,8.762499998013178,540,15
5327,Pinus sylvestris,pisy,pine,Natural,8,100,19.9,28.2,557,318,177.89999999999998,8.762499998013178,540,15
5328,Pinus sylvestris,pisy,pine,Natural,8,120,21.4,33.3,394,334,199.73000000000002,8.762499998013178,540,15
5329,Pinus sylvestris,pisy,pine,Natural,9,35,6.5,5.1,11667,75,54.32000000000001,8.762499998013178,540,15
5330,Pinus sylvestris,pisy,pine,Natural,9,40,7.3,6.3,8316,104,71.69000000000001,8.762499998013178,540,15
5331,Pinus sylvestris,pisy,pine,Natural,9,50,9.1,9.3,4361,135,81.32,8.762499998013178,540,15
5332,Pinus sylvestris,pisy,pine,Natural,9,60,10.9,11.9,2645,163,93.76,8.762499998013178,540,15
5333,Pinus sylvestris,pisy,pine,Natural,9,70,12.4,14.8,1775,187,105.11000000000001,8.762499998013178,540,15
5334,Pinus sylvestris,pisy,pine,Natural,9,80,13.8,17.6,1278,208,116.94999999999999,8.762499998013178,540,15
5335,Pinus sylvestris,pisy,pine,Natural,9,90,15,20.2,970,224,126.88,8.762499998013178,540,15
5336,Pinus sylvestris,pisy,pine,Natural,9,100,15.9,22.8,767,237,136.62,8.762499998013178,540,15
5337,Pinus sylvestris,pisy,pine,Natural,9,120,17.3,27.4,525,250,151.26000000000002,8.762499998013178,540,15
